hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees
HS-91947,contact1947@fluxosistemas.com.br,Fluxo Sistemas,google ads,,SQL,OPP-2024188,Brasil,partner-referral,
HS-91948,contact1948@ampliasolucoes.com.br,Amplia,Organic,2024-09-18,Lead,,Brasil,organic,
HS-91949,contact1949@betasolutions.com.br,BETA SOLUTIONS,organic,2024-07-26,Customer,,Brasil,ebook-revops,
HS-91950,contact1950@tapflow.com.br,TAPFLOW,Partner,,Customer,,Brasil,ebook-revops,
HS-91951,contact1951@mindbox.com.br,MINDBOX,Content Download,2023-10-30,SQL,,Brazil,cold-outbound,161
HS-91952,contact1952@polare.com.br,polare,Direct,2024-07-29,SQL,OPP-2024311,Brasil,webinar-nov24,7824
HS-91953,contact1953@mindbox.com.br,MINDBOX,Organic Search,2024-08-08,Lead,OPP-2024972,BRA,ebook-revops,977
HS-91954,contact1954@innova.com.br,Innova,Content Download,2024-08-05,Customer,,Brasil,partner-referral,
HS-91955,contact1955@betasolutions.com.br,Beta Solutions,partner referral,,MQL,OPP-2024488,Brasil,ebook-revops,60
HS-91956,contact1956@corelogic.com.br,Core Logic,Event,,Customer,,Brasil,partner-referral,67
HS-91957,contact1957@gruponexus.com.br,GRUPO NEXUS,google ads,2024-08-20,Customer,,Brasil,linkedin-ads-q3,
HS-91958,contact1958@acmecorp.com.br,ACME CORP,Content Download,,Subscriber,,brasil,ebook-revops,6909
HS-91959,contact1950@tapflow.com.br,tapflow,Social Media,2024-05-15,Customer,,BRASIL,linkedin-ads-q3,743
HS-91960,contact1960@tapflow.com.br,TapFlow,Organic Search,,Subscriber,,Brasil,partner-referral,136
HS-91961,contact1961@verticetech.com.br,Vertice,Partner,2024-03-12,Subscriber,,Brazil,webinar-nov24,39
HS-91962,contact1962@polaris.com.br,Polaris,partner referral,2023-11-17,Customer,,Brazil,demo-request,6062
HS-91963,contact1963@verticetech.com.br,Vertice Tech,paid,2024-12-19,SQL,,Brasil,ebook-revops,584
HS-91964,contact1964@bluepath.com.br,bluepath,paid,2025-01-18,SQL,,BR,webinar-nov24,
HS-91965,contact1965@rushflow.com.br,rushflow,Email Marketing,2025-01-12,Subscriber,OPP-2024534,Brasil,cold-outbound,
HS-91966,contact1966@verticetech.com.br,Vertice Tech,google ads,2023-11-14,MQL,OPP-2024570,Brasil,ebook-revops,858
HS-91967,contact1967@verticetech.com.br,VERTICE TECH,Organic Search,2023-11-22,SQL,,BRA,linkedin-ads-q3,
HS-91968,contact1968@mindbox.com.br,Mindbox,Webinar,2024-01-25,Subscriber,,brasil,linkedin-ads-q3,
HS-91969,contact1969@betasolutions.com.br,Beta Solutions Ltda,Organic,,SQL,,Brasil,organic,147
HS-91970,contact1970@rushflow.com.br,rushflow,Referral,,SQL,OPP-2024980,Brasil,webinar-nov24,351
HS-91971,contact1971@betasolutions.com.br,beta solutions,partner referral,2023-11-27,SQL,,Brasil,organic,67
HS-91972,contact1972@fluxosistemas.com.br,Fluxo Sistemas,Social Media,,Subscriber,,Brazil,linkedin-ads-q3,428
HS-91973,contact1973@fluxosistemas.com.br,Fluxo Sistemas,Event,,Customer,,Brasil,ebook-revops,77
HS-91974,contact1974@acmecorp.com.br,Acme Corp,Content Download,2024-06-13,Lead,OPP-2024667,Brasil,partner-referral,
HS-91975,contact1975@zentra.com.br,ZENTRA,google ads,2024-06-13,Lead,OPP-2025093,Brasil,demo-request,
HS-91976,contact1976@betasolutions.com.br,Beta Solutions,paid,,MQL,,BRA,cold-outbound,98
HS-91977,contact1977@fluxosistemas.com.br,Fluxo Sistemas Ltda,Event,2023-12-23,Lead,OPP-2024921,Brasil,ebook-revops,861
HS-91978,contact1978@rushflow.com.br,RushFlow,Paid Search,2023-12-18,Subscriber,OPP-2024369,Brasil,cold-outbound,
HS-91979,contact1979@ampliasolucoes.com.br,Amplia Soluções Ltda,Direct,2023-09-19,MQL,,Brasil,linkedin-ads-q3,116
HS-91980,contact1980@verticetech.com.br,Vértice Tech,partner referral,2023-11-01,Lead,,Brasil,partner-referral,9835
HS-91981,contact1981@betasolutions.com.br,Beta Solutions,Partner,2024-07-24,Customer,,Brasil,linkedin-ads-q3,111
HS-91982,contact1982@acmecorp.com.br,acme,partner referral,2024-06-13,Subscriber,OPP-2024433,Brasil,linkedin-ads-q3,78
HS-91983,contact1983@verticetech.com.br,Vertice Tech,Webinar,2024-08-10,MQL,OPP-2024215,brasil,ebook-revops,2328
HS-91984,contact1984@gridsoft.com.br,GridSoft,paid,,Lead,,Brazil,demo-request,954
HS-91985,contact1985@mindbox.com.br,Mindbox,Social Media,2025-01-03,Lead,,Brasil,organic,596
HS-91986,contact1986@connectwave.com.br,Connect Wave,Referral,2023-10-22,MQL,,Brasil,ebook-revops,925
HS-91987,contact1987@gridsoft.com.br,gridsoft,Content Download,2024-03-28,SQL,,BR,organic,
HS-91988,contact1988@gridsoft.com.br,gridsoft,Event,2024-08-02,Lead,,Brasil,organic,506
HS-91989,contact1989@bluepath.com.br,Blue Path,Webinar,2024-05-25,Subscriber,,Brasil,event-saas-summit,7356
HS-91990,contact1990@corelogic.com.br,CoreLogic,Organic Search,2024-01-14,Subscriber,,Brasil,event-saas-summit,962
HS-91991,contact1991@connectwave.com.br,CONNECTWAVE,Direct,,Customer,,BRASIL,partner-referral,
HS-91992,contact1992@betasolutions.com.br,beta solutions,Event,2024-01-31,MQL,OPP-2024009,Brasil,organic,212
HS-91993,contact1993@rushflow.com.br,RushFlow,SEO,2024-09-17,Lead,,Brazil,webinar-nov24,43
HS-91994,contact1994@dataprime.com.br,DATAPRIME,email,,SQL,,Brasil,ebook-revops,
HS-91995,contact1995@innova.com.br,Innova,Referral,,Subscriber,,Brasil,demo-request,
HS-91996,contact1996@fluxosistemas.com.br,Fluxo,Email Marketing,,MQL,,Brasil,webinar-nov24,183
HS-91997,contact1997@polare.com.br,Polare Ltda,google ads,2024-10-02,MQL,,Brasil,partner-referral,313
HS-91998,contact1998@skyops.com.br,skyops,Organic,,Lead,,Brasil,event-saas-summit,
HS-91999,contact1999@orbitdigital.com.br,orbit digital,Social Media,2024-04-10,MQL,,BR,partner-referral,5258
HS-92000,contact2000@zentra.com.br,Zentra Tech,Direct,,SQL,,Brazil,event-saas-summit,95
HS-92001,contact2001@tapflow.com.br,TAPFLOW,Partner,2024-04-13,Subscriber,,Brasil,ebook-revops,9376
HS-92002,contact2002@bluepath.com.br,BluePath,Organic Search,2024-03-15,Lead,OPP-2024587,Brasil,event-saas-summit,506
HS-92003,contact2003@polaris.com.br,polaris,Webinar,2023-10-11,Subscriber,,Brasil,demo-request,151
HS-92004,contact2004@fluxosistemas.com.br,Fluxo Sistemas Ltda,Organic Search,,Customer,,Brasil,webinar-nov24,9724
HS-92005,contact2005@polaris.com.br,polaris,partner referral,2025-01-08,Lead,,Brasil,organic,277
HS-92006,contact2006@tapflow.com.br,TapFlow,Webinar,,Customer,,Brasil,webinar-nov24,17
HS-92007,contact2007@ampliasolucoes.com.br,Amplia,Webinar,,Lead,OPP-2024540,Brasil,ebook-revops,13
HS-92008,contact2008@ampliasolucoes.com.br,Amplia Soluções,Social Media,2023-11-08,SQL,OPP-2024342,BRA,organic,489
HS-92009,contact2009@verticetech.com.br,VERTICE TECH,Paid Search,,Customer,,BR,ebook-revops,81
HS-92010,contact2010@verticetech.com.br,Vertice Tech,Partner,,MQL,,BR,webinar-nov24,
HS-92011,contact2011@polare.com.br,Polare,Organic Search,2025-01-15,SQL,,Brasil,event-saas-summit,1091
HS-92012,contact2012@innova.com.br,innova,Organic Search,,Subscriber,,BR,linkedin-ads-q3,
HS-92013,contact2013@orbitdigital.com.br,ORBIT DIGITAL,Partner,,SQL,,brasil,linkedin-ads-q3,80
HS-92014,contact2014@skyops.com.br,skyops,Content Download,2024-08-07,Customer,,Brasil,webinar-nov24,
HS-92015,contact2015@fluxosistemas.com.br,FLUXO SISTEMAS,Partner,2024-09-05,Lead,,brasil,cold-outbound,
HS-92016,contact2016@mindbox.com.br,mindbox,Organic,2024-08-08,Customer,OPP-2024966,Brasil,organic,36
HS-92017,contact2017@zentra.com.br,ZENTRA,google ads,2024-02-20,Subscriber,,BRASIL,event-saas-summit,91
HS-92018,contact2018@dataprime.com.br,DataPrime,Content Download,2024-08-09,Lead,,Brasil,organic,9845
HS-92019,contact2019@zentra.com.br,ZENTRA,Social Media,2023-09-02,MQL,,Brasil,cold-outbound,162
HS-92020,contact2020@mindbox.com.br,mindbox,organic,2025-01-21,MQL,,Brasil,demo-request,94
HS-92021,contact2021@bluepath.com.br,BLUEPATH,SEO,2025-01-18,SQL,,Brazil,organic,
HS-92022,contact2022@orbitdigital.com.br,Orbit,Content Download,2024-05-24,Lead,OPP-2024622,Brasil,organic,80
HS-92023,contact2023@corelogic.com.br,corelogic,Social Media,2024-07-14,Subscriber,,Brasil,event-saas-summit,
HS-92024,contact2024@betasolutions.com.br,Beta Solutions,partner referral,2025-01-09,Customer,,Brasil,cold-outbound,922
HS-92025,contact1873@verticetech.com.br,VERTICE TECH,Organic Search,2024-05-07,SQL,,Brasil,demo-request,277
HS-92026,contact2026@bluepath.com.br,Blue Path,Organic,2024-06-07,Lead,,Brazil,demo-request,741
HS-92027,contact2027@dataprime.com.br,dataprime,Partner,2025-01-26,MQL,,Brasil,ebook-revops,
HS-92028,contact2028@connectwave.com.br,Connect Wave,Webinar,2023-09-02,Customer,,Brasil,demo-request,680
HS-92029,contact2029@innova.com.br,innova,Social Media,2024-12-16,MQL,,Brasil,event-saas-summit,361
HS-92030,contact2030@verticetech.com.br,Vértice Tech,Social Media,2024-10-25,Customer,OPP-2024624,Brasil,organic,
HS-92031,contact2031@corelogic.com.br,Core Logic,Organic,,SQL,OPP-2024010,brasil,partner-referral,113
HS-92032,contact2032@skyops.com.br,skyops,Organic Search,2024-10-21,Subscriber,,Brasil,event-saas-summit,198
HS-92033,contact2033@rushflow.com.br,RushFlow,Direct,,Customer,,Brasil,organic,
HS-92034,contact2034@gruponexus.com.br,GRUPO NEXUS,Partner,2024-02-06,Customer,,BR,webinar-nov24,364
HS-92035,contact2035@ampliasolucoes.com.br,AMPLIA SOLUCOES,paid,2025-01-05,MQL,,Brasil,linkedin-ads-q3,
HS-92036,contact2036@verticetech.com.br,VERTICE TECH,Direct,2024-07-16,Lead,OPP-2024360,Brasil,event-saas-summit,37
HS-92037,contact2037@innova.com.br,INNOVA,Webinar,2024-12-16,Subscriber,,Brasil,demo-request,159
HS-92038,contact2038@polare.com.br,Polare,Paid Search,2024-06-28,Subscriber,,Brasil,ebook-revops,
HS-92039,contact2039@connectwave.com.br,connectwave,Social Media,2024-10-01,Customer,,Brasil,event-saas-summit,
HS-92040,contact2040@gruponexus.com.br,GRUPO NEXUS,Event,2024-07-03,Customer,,Brasil,event-saas-summit,
HS-92041,contact2041@bluepath.com.br,BluePath,Email Marketing,,Customer,,Brasil,ebook-revops,5827
HS-92042,contact2042@verticetech.com.br,Vertice,Social Media,,Subscriber,OPP-2024725,Brasil,ebook-revops,
HS-92043,contact2043@tapflow.com.br,TapFlow,Partner,,Subscriber,,Brasil,ebook-revops,467
HS-92044,contact2044@dataprime.com.br,Data Prime,SEO,2024-09-18,Lead,,Brasil,event-saas-summit,113
HS-92045,contact2045@corelogic.com.br,Core Logic,Paid Search,2025-01-31,SQL,OPP-2024889,Brasil,demo-request,2808
HS-92046,contact2046@bluepath.com.br,bluepath,Referral,2023-11-28,Lead,,brasil,event-saas-summit,
HS-92047,contact2047@fluxosistemas.com.br,Fluxo,Referral,2024-01-24,Customer,OPP-2025120,BRA,event-saas-summit,
HS-92048,contact2048@mindbox.com.br,MINDBOX,Partner,2024-09-27,Lead,,Brasil,event-saas-summit,228
HS-92049,contact2049@zentra.com.br,ZENTRA,Social Media,,Customer,OPP-2024598,Brasil,ebook-revops,812
HS-92050,contact2050@polaris.com.br,POLARIS,email,2024-07-09,SQL,,BRA,event-saas-summit,
HS-92051,contact2051@mindbox.com.br,MINDBOX,Referral,2023-09-24,Subscriber,,Brasil,organic,6689
HS-92052,contact2052@tapflow.com.br,TAPFLOW,Content Download,2024-08-16,Customer,OPP-2025183,Brasil,ebook-revops,
HS-92053,contact2053@gruponexus.com.br,nexus,Direct,,Lead,OPP-2024807,Brasil,partner-referral,4377
HS-92054,contact2054@rushflow.com.br,RushFlow,Email Marketing,2024-10-23,Customer,,Brasil,organic,101
HS-92055,contact2055@mindbox.com.br,Mind Box,partner referral,2024-07-20,MQL,OPP-2024579,BR,ebook-revops,2659
HS-92056,contact2056@skyops.com.br,SkyOps,Webinar,,Customer,OPP-2025032,Brasil,linkedin-ads-q3,
HS-92057,contact2057@betasolutions.com.br,BETA SOLUTIONS,paid,2024-11-04,Lead,OPP-2024258,brasil,organic,50
HS-92058,contact2058@betasolutions.com.br,Beta Solutions Ltda,Event,,Subscriber,,Brasil,partner-referral,185
HS-92059,contact2059@acmecorp.com.br,Acme Corp,email,2024-10-07,MQL,,BR,partner-referral,583
HS-92060,contact2060@gridsoft.com.br,Grid Soft,SEO,2024-01-08,Lead,OPP-2024037,Brasil,cold-outbound,
HS-92061,contact2061@fluxosistemas.com.br,FLUXO SISTEMAS,Paid Search,,SQL,,Brasil,organic,54
HS-92062,contact2062@rushflow.com.br,rushflow,Organic Search,2024-01-02,Subscriber,,brasil,organic,37
HS-92063,contact2063@orbitdigital.com.br,Orbit,Email Marketing,2023-09-03,Lead,OPP-2024832,Brasil,demo-request,
HS-92064,contact2064@bluepath.com.br,BLUEPATH,Content Download,2023-11-04,MQL,,BRA,webinar-nov24,
HS-92065,contact2065@gridsoft.com.br,GRIDSOFT,google ads,,Subscriber,,Brasil,webinar-nov24,
HS-92066,contact2066@gruponexus.com.br,Grupo Nexus,Email Marketing,,Subscriber,,Brazil,ebook-revops,168
HS-92067,contact2067@polare.com.br,POLARE,paid,2024-01-16,Customer,OPP-2024695,Brasil,webinar-nov24,152
HS-92068,contact2045@corelogic.com.br,corelogic,Paid Search,2024-04-07,Lead,,Brasil,demo-request,8702
HS-92069,contact2069@polaris.com.br,Polaris,organic,2023-11-29,SQL,,Brasil,organic,313
HS-92070,contact2070@gridsoft.com.br,gridsoft,Organic,2024-02-08,SQL,OPP-2024048,Brasil,partner-referral,2571
HS-92071,contact2071@mindbox.com.br,MINDBOX,google ads,2024-03-01,SQL,OPP-2024521,brasil,event-saas-summit,
HS-92072,contact2072@polare.com.br,Polare,Social Media,,MQL,,Brasil,cold-outbound,
HS-92073,contact2073@gruponexus.com.br,Nexus Group,Direct,2024-09-21,SQL,,BR,event-saas-summit,39
HS-92074,contact2074@dataprime.com.br,dataprime,Social Media,,SQL,OPP-2024317,Brasil,cold-outbound,128
HS-92075,contact2075@verticetech.com.br,Vertice Tech,Organic Search,2024-03-10,Customer,,BRA,event-saas-summit,789
HS-92076,contact2076@gridsoft.com.br,GRIDSOFT,Organic,2024-04-21,MQL,OPP-2024882,Brasil,demo-request,108
HS-92077,contact2077@corelogic.com.br,Core Logic,Organic Search,,Lead,,Brasil,ebook-revops,
HS-92078,contact2078@mindbox.com.br,Mind Box,Social Media,2024-08-03,MQL,OPP-2024185,Brasil,ebook-revops,
HS-92079,contact2079@gruponexus.com.br,GRUPO NEXUS,Content Download,2024-03-02,Customer,,Brasil,webinar-nov24,344
HS-92080,contact2080@acmecorp.com.br,Acme,partner referral,2024-12-13,SQL,OPP-2024322,Brasil,webinar-nov24,
HS-92081,contact2081@bluepath.com.br,Blue Path,Webinar,2024-03-11,SQL,OPP-2024631,brasil,partner-referral,
HS-92082,contact2082@fluxosistemas.com.br,Fluxo,google ads,,Subscriber,OPP-2025036,Brasil,demo-request,738
HS-92083,contact2083@betasolutions.com.br,Beta Solutions Ltda,Content Download,2024-06-07,MQL,,Brasil,event-saas-summit,890
HS-92084,contact2084@gruponexus.com.br,nexus,Social Media,2025-01-20,SQL,OPP-2024483,Brasil,demo-request,660
HS-92085,contact2085@polare.com.br,POLARE,Organic,,Subscriber,,Brasil,partner-referral,82
HS-92086,contact2086@bluepath.com.br,BLUEPATH,Paid Search,2023-12-27,Lead,,BRA,cold-outbound,39
HS-92087,contact2087@corelogic.com.br,CoreLogic,organic,2023-12-27,SQL,OPP-2025060,Brasil,partner-referral,51
HS-92088,contact2088@polare.com.br,Polare Ltda,google ads,2025-01-12,Subscriber,OPP-2024050,Brasil,linkedin-ads-q3,
HS-92089,contact2089@ampliasolucoes.com.br,AMPLIA SOLUCOES,paid,2023-11-10,Customer,OPP-2024763,Brazil,ebook-revops,
HS-92090,contact2090@mindbox.com.br,MINDBOX,Event,2024-12-28,MQL,,Brasil,organic,
HS-92091,contact2091@gruponexus.com.br,Nexus Group,Webinar,2024-10-31,SQL,OPP-2024736,Brasil,ebook-revops,1303
HS-92092,contact2092@polaris.com.br,Polaris,Social Media,2024-05-30,SQL,,Brasil,partner-referral,
HS-92093,contact2093@acmecorp.com.br,Acme,partner referral,,MQL,,BR,ebook-revops,911
HS-92094,contact2094@dataprime.com.br,Data Prime,Referral,2024-01-05,Lead,,Brasil,demo-request,986
HS-92095,contact2095@mindbox.com.br,Mind Box,Organic Search,2024-09-04,Lead,OPP-2025048,brasil,organic,
HS-92096,contact2096@dataprime.com.br,dataprime,paid,,Subscriber,,Brasil,linkedin-ads-q3,632
HS-92097,contact1944@polaris.com.br,POLARIS,Direct,2023-12-04,Subscriber,OPP-2024274,BRASIL,ebook-revops,146
HS-92098,contact2098@acmecorp.com.br,ACME CORP,Paid Search,2024-08-26,Subscriber,,Brasil,event-saas-summit,
HS-92099,contact2099@acmecorp.com.br,Acme Corp,Event,2024-12-05,Subscriber,,BRA,event-saas-summit,
HS-92100,contact2100@orbitdigital.com.br,orbit digital,organic,,Lead,,Brasil,event-saas-summit,
HS-92101,contact2101@zentra.com.br,Zentra,Paid Search,2023-12-01,Lead,,BRA,ebook-revops,23
HS-92102,contact2102@betasolutions.com.br,Beta Solutions,Email Marketing,2024-11-01,Customer,,Brasil,linkedin-ads-q3,173
HS-92103,contact2103@betasolutions.com.br,Beta Solutions Ltda,Email Marketing,2024-07-25,SQL,OPP-2024876,BRASIL,partner-referral,
HS-92104,contact2104@tapflow.com.br,TAPFLOW,Organic Search,2023-12-03,Customer,,Brasil,demo-request,104
HS-92105,contact2105@innova.com.br,Innova Tech,email,2024-08-09,Subscriber,,Brasil,partner-referral,521
HS-92106,contact2106@bluepath.com.br,Blue Path,Email Marketing,,SQL,,BRA,ebook-revops,
HS-92107,contact2107@acmecorp.com.br,acme,Direct,,Lead,OPP-2024302,Brasil,ebook-revops,
HS-92108,contact1943@polaris.com.br,POLARIS,Webinar,2024-09-03,Subscriber,,Brazil,organic,412
HS-92109,contact2109@betasolutions.com.br,Beta Solutions Ltda,Partner,2025-01-26,SQL,,Brasil,cold-outbound,
HS-92110,contact2110@gridsoft.com.br,GridSoft,Email Marketing,,SQL,OPP-2024215,BR,partner-referral,
HS-92111,contact2049@zentra.com.br,Zentra Tech,Content Download,2023-10-04,SQL,OPP-2024243,Brazil,cold-outbound,
HS-92112,contact2112@ampliasolucoes.com.br,Amplia Soluções Ltda,social,2023-09-18,Lead,,Brasil,partner-referral,
HS-92113,contact2113@zentra.com.br,ZENTRA,Partner,,SQL,,Brasil,webinar-nov24,6801
HS-92114,contact2114@dataprime.com.br,dataprime,Paid Search,,Lead,,Brasil,organic,
HS-92115,contact2115@dataprime.com.br,DATAPRIME,Referral,2024-05-08,MQL,,Brasil,demo-request,17
HS-92116,contact2076@gridsoft.com.br,GridSoft,Organic Search,2024-03-11,Subscriber,,Brasil,event-saas-summit,60
HS-92117,contact2117@dataprime.com.br,dataprime,Referral,,SQL,,Brasil,linkedin-ads-q3,
HS-92118,contact2118@acmecorp.com.br,ACME CORP,Paid Search,,Customer,,Brasil,webinar-nov24,656
HS-92119,contact2119@rushflow.com.br,RushFlow,Partner,2024-12-07,Customer,OPP-2024789,Brasil,partner-referral,
HS-92120,contact2120@orbitdigital.com.br,Orbit Digital,Paid Search,,SQL,,Brasil,webinar-nov24,
HS-92121,contact2121@zentra.com.br,zentra,Content Download,2024-05-09,SQL,,Brasil,organic,55
HS-92122,contact2122@orbitdigital.com.br,Orbit Digital,Content Download,,Lead,,Brasil,webinar-nov24,2829
HS-92123,contact2123@rushflow.com.br,RUSHFLOW,Organic Search,,SQL,OPP-2024662,Brasil,webinar-nov24,98
HS-92124,contact2124@innova.com.br,INNOVA,Paid Search,2024-09-30,MQL,,Brasil,organic,203
HS-92125,contact2125@rushflow.com.br,Rush Flow,Direct,2024-10-07,Subscriber,,Brasil,organic,
HS-92126,contact2126@polare.com.br,Polare Ltda,Paid Search,,MQL,,Brasil,cold-outbound,429
HS-92127,contact2127@dataprime.com.br,dataprime,organic,2023-09-26,Lead,,BR,ebook-revops,673
HS-92128,contact2128@gridsoft.com.br,Grid Soft,Webinar,2024-12-26,SQL,,BRASIL,partner-referral,138
HS-92129,contact2129@tapflow.com.br,tapflow,google ads,2023-10-27,SQL,,Brasil,demo-request,
HS-92130,contact2130@bluepath.com.br,BLUEPATH,Content Download,2023-11-17,Customer,OPP-2024482,Brasil,ebook-revops,125
HS-92131,contact2131@dataprime.com.br,DataPrime,paid,2024-03-19,Subscriber,,BRASIL,ebook-revops,3784
HS-92132,contact2132@polare.com.br,Polare Ltda,Webinar,,SQL,OPP-2024798,Brasil,partner-referral,108
HS-92133,contact2133@gruponexus.com.br,GRUPO NEXUS,social,2024-01-09,Lead,,Brasil,cold-outbound,148
HS-92134,contact2134@mindbox.com.br,mindbox,SEO,,SQL,,Brasil,cold-outbound,
HS-92135,contact2135@fluxosistemas.com.br,Fluxo Sistemas Ltda,partner referral,2024-10-16,Lead,OPP-2024114,Brasil,linkedin-ads-q3,50
HS-92136,contact1961@verticetech.com.br,VERTICE TECH,paid,2024-11-23,SQL,OPP-2024703,Brasil,cold-outbound,
HS-92137,contact2137@acmecorp.com.br,Acme Corp.,Email Marketing,2024-05-26,Customer,,Brasil,cold-outbound,198
HS-92138,contact2138@tapflow.com.br,TAPFLOW,Paid Search,2024-01-27,Customer,,Brasil,event-saas-summit,
HS-92139,contact2139@innova.com.br,Innova,Direct,2024-06-17,Lead,,Brasil,demo-request,
HS-92140,contact2140@tapflow.com.br,Tap Flow,social,2024-04-18,Lead,OPP-2024559,brasil,event-saas-summit,1611
HS-92141,contact2141@tapflow.com.br,Tap Flow,Email Marketing,,Lead,OPP-2025138,BRASIL,organic,142
HS-92142,contact2142@polaris.com.br,POLARIS,Partner,2023-11-08,SQL,,Brasil,event-saas-summit,
HS-92143,contact2143@verticetech.com.br,Vértice Tech,Content Download,,Subscriber,,BR,demo-request,495
HS-92144,contact2144@tapflow.com.br,TAPFLOW,Organic,2023-11-22,Customer,,BR,cold-outbound,914
HS-92145,contact2145@connectwave.com.br,CONNECTWAVE,Partner,,MQL,OPP-2024192,Brasil,partner-referral,902
HS-92146,contact2146@connectwave.com.br,ConnectWave,paid,2024-08-27,Lead,,Brasil,cold-outbound,
HS-92147,contact2147@betasolutions.com.br,Beta Solutions Ltda,Content Download,,Subscriber,OPP-2024236,Brasil,event-saas-summit,481
HS-92148,contact2148@corelogic.com.br,Core Logic,Direct,,Subscriber,,Brasil,demo-request,11
HS-92149,contact2149@innova.com.br,INNOVA,Partner,2024-09-12,Subscriber,,Brasil,linkedin-ads-q3,
HS-92150,contact2150@connectwave.com.br,Connect Wave,Content Download,,Customer,OPP-2025148,Brasil,demo-request,5559
HS-92151,contact2151@mindbox.com.br,MINDBOX,Event,2023-11-26,Lead,OPP-2024878,Brasil,linkedin-ads-q3,
HS-92152,contact2152@polaris.com.br,polaris,SEO,2024-04-06,Subscriber,,Brasil,organic,
HS-92153,contact2153@ampliasolucoes.com.br,Amplia Soluções Ltda,organic,2024-01-08,MQL,,Brasil,event-saas-summit,
HS-92154,contact2154@corelogic.com.br,Core Logic,Direct,,Subscriber,OPP-2024249,BRA,linkedin-ads-q3,17
HS-92155,contact2155@orbitdigital.com.br,orbit digital,Email Marketing,2024-07-11,Subscriber,OPP-2024270,Brasil,event-saas-summit,577
HS-92156,contact2156@ampliasolucoes.com.br,AMPLIA SOLUCOES,Partner,2024-05-22,MQL,,Brasil,event-saas-summit,75
HS-92157,contact2157@betasolutions.com.br,Beta Solutions Ltda,social,2024-07-02,Customer,OPP-2024891,Brasil,partner-referral,98
HS-92158,contact2158@verticetech.com.br,Vertice,Paid Search,,Customer,,BR,webinar-nov24,
HS-92159,contact2159@fluxosistemas.com.br,FLUXO SISTEMAS,email,,SQL,OPP-2024138,Brasil,ebook-revops,81
HS-92160,contact2160@fluxosistemas.com.br,FLUXO SISTEMAS,Partner,2024-10-04,Subscriber,OPP-2024806,Brasil,organic,985
HS-92161,contact2161@gruponexus.com.br,Grupo Nexus,partner referral,2023-10-08,Lead,,Brazil,organic,494
HS-92162,contact2162@skyops.com.br,Sky Ops,Referral,2024-01-30,Lead,,BRA,webinar-nov24,2271
HS-92163,contact2163@innova.com.br,innova,Direct,2023-09-11,MQL,OPP-2025060,Brasil,partner-referral,
HS-92164,contact2164@fluxosistemas.com.br,Fluxo,Partner,2024-07-01,Subscriber,,brasil,demo-request,
HS-92165,contact2165@polaris.com.br,Polaris,Email Marketing,,MQL,OPP-2024575,Brasil,cold-outbound,
HS-92166,contact2166@innova.com.br,Innova Tech,organic,,SQL,,Brasil,organic,168
HS-92167,contact2167@fluxosistemas.com.br,Fluxo Sistemas,Event,2024-11-25,Subscriber,,Brasil,demo-request,
HS-92168,contact2168@gruponexus.com.br,GRUPO NEXUS,Partner,2024-05-19,MQL,OPP-2024278,BRA,ebook-revops,
HS-92169,contact2169@verticetech.com.br,Vertice Tech,Organic Search,,Subscriber,,Brasil,partner-referral,112
HS-92170,contact2170@orbitdigital.com.br,orbit digital,partner referral,,Customer,,BR,webinar-nov24,1587
HS-92171,contact1873@verticetech.com.br,Vertice,email,,Subscriber,,Brasil,webinar-nov24,
HS-92172,contact2172@tapflow.com.br,TAPFLOW,Paid Search,2024-08-31,SQL,OPP-2025168,Brasil,demo-request,165
HS-92173,contact2173@innova.com.br,Innova,Organic,2023-12-21,Lead,,Brazil,ebook-revops,563
HS-92174,contact2174@fluxosistemas.com.br,FLUXO SISTEMAS,Event,2023-11-12,SQL,,Brasil,demo-request,5821
HS-92175,contact2175@verticetech.com.br,VERTICE TECH,Paid Search,,Lead,,Brasil,partner-referral,99
HS-92176,contact2176@polaris.com.br,POLARIS,Organic,,Lead,,brasil,event-saas-summit,
HS-92177,contact2177@ampliasolucoes.com.br,AMPLIA SOLUCOES,paid,2024-06-09,SQL,OPP-2024029,BRA,event-saas-summit,196
HS-92178,contact2178@mindbox.com.br,mindbox,Social Media,,MQL,OPP-2024871,BRA,demo-request,
HS-92179,contact2179@bluepath.com.br,BLUEPATH,Paid Search,,Lead,,Brasil,cold-outbound,
HS-92180,contact2180@rushflow.com.br,Rush Flow,paid,2024-08-14,Customer,OPP-2024004,Brazil,webinar-nov24,
HS-92181,contact2181@ampliasolucoes.com.br,AMPLIA SOLUCOES,Email Marketing,2024-05-12,Customer,,Brasil,linkedin-ads-q3,958
HS-92182,contact2182@orbitdigital.com.br,ORBIT DIGITAL,Event,,Lead,,BRA,linkedin-ads-q3,168
HS-92183,contact2183@innova.com.br,Innova Tech,Content Download,2024-01-02,Customer,OPP-2024753,Brasil,event-saas-summit,13
HS-92184,contact2184@polare.com.br,POLARE,Partner,,SQL,,Brasil,ebook-revops,
HS-92185,contact2185@acmecorp.com.br,Acme Corp,Content Download,2024-05-11,MQL,,Brasil,event-saas-summit,
