hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees,country_canonical,lead_source_canonical,canonical_name,has_sf_opportunity
HS-91715,contact1604@mindbox.com.br,Mindbox,Content Download,2024-09-12,MQL,OPP-2024520,Brasil,webinar-nov24,,BR,Content Download,mindbox,True
HS-91716,contact1716@rushflow.com.br,Rush Flow,Webinar,2024-03-09,MQL,OPP-2024927,Brasil,organic,139.0,BR,Webinar,rushflow,True
HS-91717,contact1717@innova.com.br,Innova,Organic,2024-09-30,Lead,,BR,linkedin-ads-q3,82.0,BR,Organic Search,innova,False
HS-91718,contact1718@skyops.com.br,Sky Ops,Social Media,,Subscriber,,Brasil,webinar-nov24,263.0,BR,Social Media,skyops,False
HS-91719,contact1719@orbitdigital.com.br,Orbit,Paid Search,,Lead,,Brasil,linkedin-ads-q3,174.0,BR,Paid Search,orbit,False
HS-91720,contact1720@corelogic.com.br,CoreLogic,partner referral,,MQL,OPP-2024918,Brasil,cold-outbound,277.0,BR,Partner/Referral,corelogic,True
HS-91721,contact1721@skyops.com.br,skyops,Paid Search,,Customer,,Brasil,organic,21.0,BR,Paid Search,skyops,False
HS-91722,contact1722@gruponexus.com.br,nexus,Webinar,,Subscriber,OPP-2024268,Brasil,event-saas-summit,780.0,BR,Webinar,nexus,True
HS-91723,contact1723@rushflow.com.br,RushFlow,Direct,2024-10-26,Subscriber,,Brasil,ebook-revops,8496.0,BR,Other,rushflow,False
HS-91724,contact1724@rushflow.com.br,rushflow,Partner,2024-06-30,Customer,OPP-2024760,Brasil,cold-outbound,,BR,Partner/Referral,rushflow,True
HS-91725,contact1725@innova.com.br,Innova,partner referral,,Customer,,Brasil,linkedin-ads-q3,,BR,Partner/Referral,innova,False
HS-91726,contact1726@ampliasolucoes.com.br,Amplia,Partner,2025-01-25,SQL,,BRASIL,cold-outbound,612.0,BR,Partner/Referral,amplia,False
HS-91727,contact1727@bluepath.com.br,Blue Path,paid,2023-09-04,Subscriber,OPP-2024898,Brasil,webinar-nov24,931.0,BR,Paid Search,bluepath,True
HS-91728,contact1728@tapflow.com.br,Tap Flow,Partner,,Subscriber,,Brasil,webinar-nov24,2121.0,BR,Partner/Referral,tapflow,False
HS-91729,contact1729@acmecorp.com.br,Acme Corp.,Referral,2023-11-25,SQL,OPP-2024460,BR,organic,665.0,BR,Partner/Referral,acme,True
HS-91730,contact1730@corelogic.com.br,CoreLogic,partner referral,2024-02-10,Subscriber,OPP-2024647,Brasil,partner-referral,7122.0,BR,Partner/Referral,corelogic,True
HS-91731,contact1731@bluepath.com.br,BLUEPATH,Paid Search,2024-01-23,Customer,,BRASIL,event-saas-summit,51.0,BR,Paid Search,bluepath,False
HS-91732,contact1732@innova.com.br,Innova Tech,Partner,,Subscriber,,BR,webinar-nov24,,BR,Partner/Referral,innova,False
HS-91733,contact1733@polaris.com.br,polaris,Content Download,,Lead,,Brasil,event-saas-summit,,BR,Content Download,polaris,False
HS-91734,contact1734@polaris.com.br,POLARIS,Organic,2025-01-07,SQL,,Brasil,cold-outbound,103.0,BR,Organic Search,polaris,False
HS-91735,contact1735@gridsoft.com.br,gridsoft,Email Marketing,2024-10-29,SQL,,Brasil,linkedin-ads-q3,,BR,Email Marketing,gridsoft,False
HS-91736,contact1736@dataprime.com.br,DATAPRIME,partner referral,,SQL,OPP-2024367,Brasil,webinar-nov24,,BR,Partner/Referral,dataprime,True
HS-91737,contact1737@acmecorp.com.br,acme,Partner,2025-01-04,Lead,,Brasil,cold-outbound,480.0,BR,Partner/Referral,acme,False
HS-91738,contact1738@betasolutions.com.br,Beta Solutions,Referral,2023-09-26,SQL,OPP-2024402,Brasil,demo-request,1643.0,BR,Partner/Referral,betasolutions,True
HS-91739,contact1739@verticetech.com.br,Vertice,Partner,,Customer,,BRASIL,demo-request,,BR,Partner/Referral,vertice,False
HS-91740,contact1740@tapflow.com.br,TAPFLOW,Webinar,2024-02-10,SQL,OPP-2024099,brasil,linkedin-ads-q3,780.0,BR,Webinar,tapflow,True
HS-91741,contact1741@gruponexus.com.br,Grupo Nexus,email,2024-09-04,Lead,OPP-2024227,Brasil,ebook-revops,191.0,BR,Email Marketing,nexus,True
HS-91742,contact1742@orbitdigital.com.br,Orbit,paid,2023-12-25,Subscriber,,brasil,demo-request,136.0,BR,Paid Search,orbit,False
HS-91743,contact1743@polare.com.br,Polare Ltda,Paid Search,,SQL,,Brasil,cold-outbound,62.0,BR,Paid Search,polare,False
HS-91744,contact1744@rushflow.com.br,rushflow,Direct,2024-08-28,Lead,OPP-2024558,Brasil,webinar-nov24,157.0,BR,Other,rushflow,True
HS-91745,contact1745@tapflow.com.br,Tap Flow,SEO,2023-11-19,MQL,,Brasil,demo-request,112.0,BR,Organic Search,tapflow,False
HS-91746,contact1746@skyops.com.br,SkyOps,Event,2024-01-23,MQL,OPP-2024445,Brasil,partner-referral,643.0,BR,Other,skyops,True
HS-91747,contact1747@connectwave.com.br,connectwave,Direct,2023-12-16,MQL,OPP-2025067,Brasil,partner-referral,132.0,BR,Other,connectwave,True
HS-91748,contact1748@skyops.com.br,Sky Ops,Referral,,Customer,,BRA,ebook-revops,422.0,BR,Partner/Referral,skyops,False
HS-91749,contact1749@innova.com.br,innova,Referral,,Subscriber,,BRASIL,organic,525.0,BR,Partner/Referral,innova,False
HS-91750,contact1750@corelogic.com.br,corelogic,Organic Search,,Lead,OPP-2024212,Brasil,ebook-revops,507.0,BR,Organic Search,corelogic,True
HS-91751,contact1751@fluxosistemas.com.br,FLUXO SISTEMAS,Content Download,2024-02-16,SQL,OPP-2025196,Brasil,cold-outbound,54.0,BR,Content Download,fluxo,True
HS-91752,contact1752@corelogic.com.br,Core Logic,Organic Search,2023-09-22,Subscriber,,Brasil,ebook-revops,53.0,BR,Organic Search,corelogic,False
HS-91753,contact1733@polaris.com.br,Polaris Tech,social,2024-05-23,Lead,,BRASIL,ebook-revops,,BR,Social Media,polaris,False
HS-91754,contact1726@ampliasolucoes.com.br,Amplia Soluções Ltda,Event,2024-01-18,Customer,OPP-2025171,Brasil,linkedin-ads-q3,,BR,Other,amplia,True
HS-91755,contact1755@orbitdigital.com.br,Orbit Digital,organic,2024-12-23,Lead,,Brasil,demo-request,135.0,BR,Organic Search,orbit,False
HS-91756,contact1756@fluxosistemas.com.br,Fluxo,Content Download,2024-09-13,MQL,,BRA,demo-request,57.0,BR,Content Download,fluxo,False
HS-91757,contact1703@acmecorp.com.br,Acme,Social Media,,Customer,,Brasil,webinar-nov24,5844.0,BR,Social Media,acme,False
HS-91758,contact1758@polare.com.br,POLARE,Webinar,2023-09-22,MQL,,Brasil,partner-referral,,BR,Webinar,polare,False
HS-91759,contact1759@mindbox.com.br,MINDBOX,Content Download,2024-11-10,Lead,,Brasil,ebook-revops,780.0,BR,Content Download,mindbox,False
HS-91760,contact1760@gridsoft.com.br,Grid Soft,Paid Search,2024-07-06,Customer,,Brasil,demo-request,,BR,Paid Search,gridsoft,False
HS-91761,contact1761@orbitdigital.com.br,Orbit,partner referral,,Lead,OPP-2024693,BRA,event-saas-summit,2805.0,BR,Partner/Referral,orbit,True
HS-91762,contact1762@rushflow.com.br,RushFlow,social,,Lead,OPP-2024230,Brasil,cold-outbound,462.0,BR,Social Media,rushflow,True
HS-91763,contact1763@ampliasolucoes.com.br,AMPLIA SOLUCOES,Paid Search,2024-04-26,Customer,,Brazil,demo-request,65.0,BR,Paid Search,amplia,False
HS-91764,contact1558@bluepath.com.br,bluepath,Organic Search,,Customer,,BRA,linkedin-ads-q3,593.0,BR,Organic Search,bluepath,False
HS-91765,contact1765@corelogic.com.br,corelogic,Content Download,,Subscriber,,Brasil,cold-outbound,26.0,BR,Content Download,corelogic,False
HS-91766,contact1766@mindbox.com.br,mindbox,Referral,2024-05-20,Subscriber,,Brasil,partner-referral,,BR,Partner/Referral,mindbox,False
HS-91767,contact1767@skyops.com.br,skyops,Partner,2023-12-05,MQL,OPP-2024385,Brasil,linkedin-ads-q3,607.0,BR,Partner/Referral,skyops,True
HS-91768,contact1768@connectwave.com.br,ConnectWave,Referral,2024-12-01,SQL,OPP-2025154,Brasil,event-saas-summit,81.0,BR,Partner/Referral,connectwave,True
HS-91769,contact1769@mindbox.com.br,Mindbox,Webinar,,SQL,OPP-2024332,brasil,cold-outbound,,BR,Webinar,mindbox,True
HS-91770,contact1770@corelogic.com.br,Core Logic,social,2024-11-19,SQL,OPP-2024524,Brasil,partner-referral,722.0,BR,Social Media,corelogic,True
HS-91771,contact1771@rushflow.com.br,RUSHFLOW,Organic Search,2024-09-19,MQL,,Brasil,webinar-nov24,423.0,BR,Organic Search,rushflow,False
HS-91772,contact1772@corelogic.com.br,corelogic,Referral,2024-02-24,Subscriber,,Brasil,demo-request,,BR,Partner/Referral,corelogic,False
HS-91773,contact1773@betasolutions.com.br,BETA SOLUTIONS,Event,2024-05-30,SQL,,Brasil,webinar-nov24,,BR,Other,betasolutions,False
HS-91774,contact1774@skyops.com.br,SkyOps,google ads,2024-07-02,Subscriber,OPP-2024617,Brasil,cold-outbound,32.0,BR,Paid Search,skyops,True
HS-91775,contact1775@acmecorp.com.br,ACME CORP,organic,2024-08-08,SQL,OPP-2024637,Brasil,cold-outbound,47.0,BR,Organic Search,acme,True
HS-91776,contact1776@polare.com.br,polare,Webinar,2023-10-20,Customer,OPP-2024799,Brasil,ebook-revops,75.0,BR,Webinar,polare,True
HS-91777,contact1777@innova.com.br,Innova Tech,Event,,SQL,,Brasil,partner-referral,975.0,BR,Other,innova,False
HS-91778,contact1778@orbitdigital.com.br,orbit digital,Webinar,2023-10-20,Subscriber,OPP-2024284,Brasil,event-saas-summit,4380.0,BR,Webinar,orbit,True
HS-91779,contact1779@verticetech.com.br,Vértice Tech,partner referral,2024-02-25,SQL,,Brasil,linkedin-ads-q3,42.0,BR,Partner/Referral,vertice,False
HS-91780,contact1780@gruponexus.com.br,nexus,SEO,,MQL,,Brasil,linkedin-ads-q3,,BR,Organic Search,nexus,False
HS-91781,contact1781@betasolutions.com.br,BETA SOLUTIONS,Organic,2024-08-14,Subscriber,,Brasil,organic,,BR,Organic Search,betasolutions,False
HS-91782,contact1782@innova.com.br,INNOVA,Partner,,MQL,,Brasil,organic,26.0,BR,Partner/Referral,innova,False
HS-91783,contact1783@orbitdigital.com.br,Orbit,organic,,Subscriber,OPP-2024319,BRA,cold-outbound,2435.0,BR,Organic Search,orbit,True
HS-91784,contact1784@gruponexus.com.br,nexus,Content Download,2024-03-18,Lead,,BRA,partner-referral,926.0,BR,Content Download,nexus,False
HS-91785,contact1785@corelogic.com.br,CoreLogic,paid,2024-10-25,Lead,,Brasil,webinar-nov24,512.0,BR,Paid Search,corelogic,False
HS-91786,contact1786@zentra.com.br,Zentra,Email Marketing,,Lead,OPP-2024096,Brazil,ebook-revops,69.0,BR,Email Marketing,zentra,True
HS-91787,contact1787@orbitdigital.com.br,Orbit Digital,Email Marketing,2024-12-06,MQL,,Brasil,ebook-revops,1142.0,BR,Email Marketing,orbit,False
HS-91788,contact1788@mindbox.com.br,mindbox,Partner,2024-11-13,MQL,,Brasil,demo-request,991.0,BR,Partner/Referral,mindbox,False
HS-91789,contact1789@bluepath.com.br,bluepath,Organic,2023-10-02,SQL,,Brasil,ebook-revops,247.0,BR,Organic Search,bluepath,False
HS-91790,contact1790@rushflow.com.br,RUSHFLOW,paid,,MQL,,Brasil,linkedin-ads-q3,156.0,BR,Paid Search,rushflow,False
HS-91791,contact1791@fluxosistemas.com.br,FLUXO SISTEMAS,Content Download,2023-09-23,Customer,,Brasil,event-saas-summit,519.0,BR,Content Download,fluxo,False
HS-91792,contact1792@mindbox.com.br,mindbox,Social Media,,SQL,OPP-2024701,BRA,demo-request,,BR,Social Media,mindbox,True
HS-91793,contact1793@rushflow.com.br,RushFlow,SEO,2024-04-06,SQL,,Brasil,partner-referral,883.0,BR,Organic Search,rushflow,False
HS-91794,contact1794@connectwave.com.br,connectwave,Social Media,2023-11-22,MQL,,Brasil,demo-request,335.0,BR,Social Media,connectwave,False
HS-91795,contact1795@tapflow.com.br,TapFlow,SEO,2024-11-25,SQL,,Brasil,linkedin-ads-q3,197.0,BR,Organic Search,tapflow,False
HS-91796,contact1796@zentra.com.br,zentra,Email Marketing,2023-12-24,Customer,OPP-2024353,brasil,organic,122.0,BR,Email Marketing,zentra,True
HS-91797,contact1797@mindbox.com.br,mindbox,Webinar,,Subscriber,,Brasil,cold-outbound,,BR,Webinar,mindbox,False
HS-91798,contact1798@zentra.com.br,zentra,Content Download,2023-11-25,MQL,,BRASIL,partner-referral,146.0,BR,Content Download,zentra,False
HS-91799,contact1799@gruponexus.com.br,GRUPO NEXUS,Paid Search,2024-01-15,Subscriber,,Brasil,event-saas-summit,8691.0,BR,Paid Search,nexus,False
HS-91800,contact1800@verticetech.com.br,Vertice Tech,Direct,2025-01-30,SQL,OPP-2024551,Brasil,cold-outbound,926.0,BR,Other,vertice,True
HS-91801,contact1801@acmecorp.com.br,Acme Corp,Social Media,,SQL,,Brasil,webinar-nov24,32.0,BR,Social Media,acme,False
HS-91802,contact1802@tapflow.com.br,TAPFLOW,Social Media,,Lead,OPP-2024732,BRASIL,linkedin-ads-q3,,BR,Social Media,tapflow,True
HS-91803,contact1803@verticetech.com.br,VERTICE TECH,Paid Search,2024-11-10,Subscriber,,Brasil,event-saas-summit,,BR,Paid Search,vertice,False
HS-91804,contact1804@skyops.com.br,SkyOps,Organic Search,2025-01-05,SQL,,Brasil,cold-outbound,812.0,BR,Organic Search,skyops,False
HS-91805,contact1805@orbitdigital.com.br,Orbit,SEO,,MQL,OPP-2024884,Brasil,linkedin-ads-q3,,BR,Organic Search,orbit,True
HS-91806,contact1806@fluxosistemas.com.br,Fluxo,Paid Search,,Lead,OPP-2024533,Brasil,organic,56.0,BR,Paid Search,fluxo,True
HS-91807,contact1807@connectwave.com.br,CONNECTWAVE,Email Marketing,2024-08-26,MQL,OPP-2024793,Brasil,cold-outbound,561.0,BR,Email Marketing,connectwave,True
HS-91808,contact1648@rushflow.com.br,RUSHFLOW,Content Download,2024-03-23,Subscriber,OPP-2024306,Brasil,event-saas-summit,,BR,Content Download,rushflow,True
HS-91809,contact1809@dataprime.com.br,dataprime,Content Download,2024-07-16,Lead,,brasil,demo-request,75.0,BR,Content Download,dataprime,False
HS-91810,contact1810@ampliasolucoes.com.br,Amplia,Event,2025-01-21,MQL,,Brasil,cold-outbound,,BR,Other,amplia,False
HS-91811,contact1811@mindbox.com.br,MINDBOX,Webinar,2024-12-29,Subscriber,,BRA,demo-request,990.0,BR,Webinar,mindbox,False
HS-91812,contact1812@innova.com.br,innova,Event,2023-10-16,SQL,OPP-2025022,BRASIL,organic,,BR,Other,innova,True
HS-91813,contact1813@skyops.com.br,SKYOPS,Organic,2024-03-23,Subscriber,,Brasil,partner-referral,214.0,BR,Organic Search,skyops,False
HS-91814,contact1814@orbitdigital.com.br,ORBIT DIGITAL,Social Media,2023-12-12,SQL,,Brasil,partner-referral,678.0,BR,Social Media,orbit,False
HS-91815,contact1815@skyops.com.br,Sky Ops,Event,2024-10-22,Customer,,Brasil,organic,,BR,Other,skyops,False
HS-91816,contact1816@gruponexus.com.br,Nexus Group,Content Download,2024-09-15,MQL,,Brasil,event-saas-summit,,BR,Content Download,nexus,False
HS-91817,contact1817@orbitdigital.com.br,Orbit Digital,Direct,,Lead,,Brasil,linkedin-ads-q3,320.0,BR,Other,orbit,False
HS-91818,contact1818@betasolutions.com.br,beta solutions,Organic,2024-12-08,Customer,OPP-2024528,BRA,organic,2580.0,BR,Organic Search,betasolutions,True
HS-91819,contact1819@gruponexus.com.br,nexus,Organic,,Subscriber,,Brasil,webinar-nov24,,BR,Organic Search,nexus,False
HS-91820,contact1820@tapflow.com.br,TAPFLOW,Social Media,2024-10-24,MQL,,Brasil,organic,,BR,Social Media,tapflow,False
HS-91821,contact1821@tapflow.com.br,TapFlow,Partner,2024-01-13,Lead,OPP-2024990,brasil,ebook-revops,971.0,BR,Partner/Referral,tapflow,True
HS-91822,contact1822@skyops.com.br,SkyOps,Content Download,,SQL,,Brasil,cold-outbound,762.0,BR,Content Download,skyops,False
HS-91823,contact1823@bluepath.com.br,Blue Path,Partner,,MQL,,Brazil,organic,404.0,BR,Partner/Referral,bluepath,False
HS-91824,contact1824@polaris.com.br,Polaris,Webinar,2023-12-21,SQL,,brasil,cold-outbound,4841.0,BR,Webinar,polaris,False
HS-91825,contact1825@gridsoft.com.br,gridsoft,SEO,2024-05-13,MQL,OPP-2024023,Brazil,organic,208.0,BR,Organic Search,gridsoft,True
HS-91826,contact1826@zentra.com.br,Zentra Tech,Email Marketing,,MQL,,Brazil,demo-request,112.0,BR,Email Marketing,zentra,False
HS-91827,contact1827@innova.com.br,innova,partner referral,,SQL,,Brasil,event-saas-summit,728.0,BR,Partner/Referral,innova,False
HS-91828,contact1828@fluxosistemas.com.br,FLUXO SISTEMAS,Webinar,2024-06-04,MQL,,Brasil,ebook-revops,55.0,BR,Webinar,fluxo,False
HS-91829,contact1829@zentra.com.br,ZENTRA,Organic,,Lead,,Brasil,cold-outbound,,BR,Organic Search,zentra,False
HS-91830,contact1830@innova.com.br,INNOVA,partner referral,2023-09-29,SQL,OPP-2025056,Brasil,organic,,BR,Partner/Referral,innova,True
HS-91831,contact1831@ampliasolucoes.com.br,Amplia Soluções Ltda,partner referral,2024-05-17,SQL,,Brasil,organic,427.0,BR,Partner/Referral,amplia,False
HS-91832,contact1832@bluepath.com.br,Blue Path,Organic Search,,Customer,,Brasil,event-saas-summit,6954.0,BR,Organic Search,bluepath,False
HS-91833,contact1833@polaris.com.br,POLARIS,Email Marketing,,SQL,,Brasil,webinar-nov24,452.0,BR,Email Marketing,polaris,False
HS-91834,contact1834@bluepath.com.br,BluePath,Email Marketing,2024-06-23,Customer,OPP-2024777,Brasil,ebook-revops,128.0,BR,Email Marketing,bluepath,True
HS-91835,contact1835@polare.com.br,Polare Ltda,Direct,2023-10-07,Subscriber,,Brazil,organic,2897.0,BR,Other,polare,False
HS-91836,contact1836@skyops.com.br,SkyOps,Paid Search,,Customer,,Brasil,event-saas-summit,670.0,BR,Paid Search,skyops,False
HS-91837,contact1744@rushflow.com.br,RushFlow,Social Media,2023-10-14,Customer,OPP-2024254,Brasil,organic,,BR,Social Media,rushflow,True
HS-91838,contact1838@fluxosistemas.com.br,FLUXO SISTEMAS,organic,2023-09-10,MQL,,Brasil,demo-request,,BR,Organic Search,fluxo,False
HS-91839,contact1839@zentra.com.br,zentra,Organic Search,2024-04-23,Lead,OPP-2024389,BR,linkedin-ads-q3,122.0,BR,Organic Search,zentra,True
HS-91840,contact1840@tapflow.com.br,Tap Flow,Social Media,2023-12-20,Subscriber,OPP-2025021,Brasil,organic,,BR,Social Media,tapflow,True
HS-91841,contact1841@rushflow.com.br,RUSHFLOW,Direct,2024-04-28,Subscriber,,Brasil,demo-request,,BR,Other,rushflow,False
HS-91842,contact1842@polare.com.br,Polare Ltda,Referral,2024-04-15,Customer,,Brasil,partner-referral,149.0,BR,Partner/Referral,polare,False
HS-91843,contact1843@polaris.com.br,Polaris,Social Media,2024-06-07,Lead,,BRA,partner-referral,,BR,Social Media,polaris,False
HS-91844,contact1844@polare.com.br,Polare,Paid Search,2023-10-18,MQL,,Brazil,webinar-nov24,8788.0,BR,Paid Search,polare,False
HS-91845,contact1845@ampliasolucoes.com.br,Amplia Soluções Ltda,social,2024-02-20,MQL,,BRA,linkedin-ads-q3,83.0,BR,Social Media,amplia,False
HS-91846,contact1846@skyops.com.br,SKYOPS,Email Marketing,,Customer,,Brasil,partner-referral,114.0,BR,Email Marketing,skyops,False
HS-91847,contact1847@polaris.com.br,Polaris Tech,Event,2023-11-02,Subscriber,,Brasil,event-saas-summit,809.0,BR,Other,polaris,False
HS-91848,contact1848@bluepath.com.br,bluepath,Organic,2025-01-22,MQL,OPP-2024797,Brasil,webinar-nov24,,BR,Organic Search,bluepath,True
HS-91849,contact1849@corelogic.com.br,Core Logic,Referral,2023-12-29,Subscriber,OPP-2024320,BRA,demo-request,,BR,Partner/Referral,corelogic,True
HS-91850,contact1850@verticetech.com.br,Vértice Tech,paid,2024-04-24,MQL,,Brasil,partner-referral,,BR,Paid Search,vertice,False
HS-91851,contact1851@polare.com.br,Polare Ltda,Event,2025-01-19,MQL,,Brasil,organic,29.0,BR,Other,polare,False
HS-91852,contact1852@skyops.com.br,SKYOPS,organic,,Customer,,Brasil,ebook-revops,58.0,BR,Organic Search,skyops,False
HS-91853,contact1853@corelogic.com.br,CORELOGIC,Organic Search,2025-01-18,Subscriber,,Brasil,ebook-revops,31.0,BR,Organic Search,corelogic,False
HS-91854,contact1854@tapflow.com.br,TAPFLOW,Email Marketing,,Customer,,Brasil,demo-request,,BR,Email Marketing,tapflow,False
HS-91855,contact1855@rushflow.com.br,RushFlow,SEO,2024-03-07,Subscriber,,Brasil,ebook-revops,,BR,Organic Search,rushflow,False
HS-91856,contact1856@mindbox.com.br,Mindbox,Organic,2024-02-05,Subscriber,,Brasil,organic,,BR,Organic Search,mindbox,False
HS-91857,contact1857@corelogic.com.br,CoreLogic,Webinar,2024-12-30,MQL,,Brasil,partner-referral,,BR,Webinar,corelogic,False
HS-91858,contact1858@connectwave.com.br,connectwave,Webinar,2023-12-12,SQL,,BRA,event-saas-summit,99.0,BR,Webinar,connectwave,False
HS-91859,contact1859@connectwave.com.br,ConnectWave,Content Download,2024-08-21,Subscriber,OPP-2024438,BR,webinar-nov24,572.0,BR,Content Download,connectwave,True
HS-91860,contact1860@zentra.com.br,zentra,Direct,2024-08-13,SQL,,BRASIL,linkedin-ads-q3,,BR,Other,zentra,False
HS-91861,contact1861@connectwave.com.br,connectwave,Webinar,2024-07-19,MQL,,Brasil,ebook-revops,457.0,BR,Webinar,connectwave,False
HS-91862,contact1862@connectwave.com.br,Connect Wave,organic,2024-11-28,Lead,,brasil,ebook-revops,,BR,Organic Search,connectwave,False
HS-91863,contact1863@mindbox.com.br,mindbox,SEO,2024-02-21,Lead,,Brasil,linkedin-ads-q3,270.0,BR,Organic Search,mindbox,False
HS-91864,contact1864@acmecorp.com.br,Acme Corp,social,2024-09-26,SQL,,Brasil,partner-referral,383.0,BR,Social Media,acme,False
HS-91865,contact1865@acmecorp.com.br,Acme Corp.,Direct,2024-04-27,Lead,,Brasil,event-saas-summit,4975.0,BR,Other,acme,False
HS-91866,contact1866@fluxosistemas.com.br,Fluxo,google ads,2024-04-22,Lead,,brasil,ebook-revops,267.0,BR,Paid Search,fluxo,False
HS-91867,contact1867@orbitdigital.com.br,Orbit Digital,Social Media,,MQL,,Brasil,organic,,BR,Social Media,orbit,False
HS-91868,contact1868@zentra.com.br,ZENTRA,Content Download,2023-11-23,Customer,,Brasil,cold-outbound,9997.0,BR,Content Download,zentra,False
HS-91869,contact1869@fluxosistemas.com.br,Fluxo Sistemas Ltda,SEO,2023-11-25,Customer,OPP-2025042,brasil,partner-referral,,BR,Organic Search,fluxo,True
HS-91870,contact1870@tapflow.com.br,TAPFLOW,Content Download,2024-03-14,SQL,,Brasil,linkedin-ads-q3,52.0,BR,Content Download,tapflow,False
HS-91871,contact1871@innova.com.br,innova,partner referral,2023-10-23,SQL,,Brasil,demo-request,148.0,BR,Partner/Referral,innova,False
HS-91872,contact1872@acmecorp.com.br,acme,Email Marketing,2024-05-01,Customer,OPP-2024568,Brasil,webinar-nov24,902.0,BR,Email Marketing,acme,True
HS-91873,contact1873@verticetech.com.br,Vertice,Email Marketing,2024-04-03,MQL,,BRASIL,linkedin-ads-q3,6859.0,BR,Email Marketing,vertice,False
HS-91874,contact1874@ampliasolucoes.com.br,AMPLIA SOLUCOES,Direct,2024-10-08,SQL,,Brasil,demo-request,18.0,BR,Other,amplia,False
HS-91875,contact1875@acmecorp.com.br,acme,Referral,2024-11-02,Lead,,Brasil,event-saas-summit,75.0,BR,Partner/Referral,acme,False
HS-91876,contact1876@ampliasolucoes.com.br,AMPLIA SOLUCOES,google ads,2024-02-13,Lead,,Brasil,demo-request,,BR,Paid Search,amplia,False
HS-91877,contact1877@gridsoft.com.br,Grid Soft,Paid Search,2024-12-19,Customer,,BRASIL,linkedin-ads-q3,64.0,BR,Paid Search,gridsoft,False
HS-91878,contact1878@polare.com.br,Polare,Paid Search,2024-06-27,Lead,,Brasil,event-saas-summit,,BR,Paid Search,polare,False
HS-91879,contact1879@tapflow.com.br,TAPFLOW,Paid Search,,SQL,,Brasil,ebook-revops,,BR,Paid Search,tapflow,False
HS-91880,contact1880@zentra.com.br,Zentra,Organic,2024-09-23,Customer,,Brasil,ebook-revops,824.0,BR,Organic Search,zentra,False
HS-91881,contact1881@gruponexus.com.br,GRUPO NEXUS,google ads,,SQL,OPP-2024750,Brasil,webinar-nov24,344.0,BR,Paid Search,nexus,True
HS-91882,contact1882@betasolutions.com.br,Beta Solutions,Webinar,,SQL,,Brasil,demo-request,156.0,BR,Webinar,betasolutions,False
HS-91883,contact1842@polare.com.br,Polare Ltda,Email Marketing,,MQL,,Brazil,organic,10.0,BR,Email Marketing,polare,False
HS-91884,contact1884@acmecorp.com.br,ACME CORP,Organic,,Customer,,Brasil,ebook-revops,241.0,BR,Organic Search,acme,False
HS-91885,contact1885@verticetech.com.br,Vertice Tech,Partner,2024-09-27,MQL,,Brasil,cold-outbound,,BR,Partner/Referral,vertice,False
HS-91886,contact1886@connectwave.com.br,CONNECTWAVE,Webinar,2024-04-09,Customer,OPP-2025174,Brasil,webinar-nov24,,BR,Webinar,connectwave,True
HS-91887,contact1887@tapflow.com.br,TapFlow,Content Download,,SQL,,Brasil,webinar-nov24,,BR,Content Download,tapflow,False
HS-91888,contact1888@connectwave.com.br,ConnectWave,Referral,2024-09-05,Subscriber,,Brasil,linkedin-ads-q3,439.0,BR,Partner/Referral,connectwave,False
HS-91889,contact1889@gridsoft.com.br,GridSoft,Organic Search,2024-04-01,MQL,,Brasil,ebook-revops,69.0,BR,Organic Search,gridsoft,False
HS-91890,contact1890@polare.com.br,POLARE,Referral,2024-07-31,Lead,,Brazil,organic,,BR,Partner/Referral,polare,False
HS-91891,contact1891@orbitdigital.com.br,orbit digital,Email Marketing,2023-10-25,Subscriber,OPP-2024494,BRASIL,event-saas-summit,220.0,BR,Email Marketing,orbit,True
HS-91892,contact1892@skyops.com.br,SKYOPS,Content Download,2024-08-01,SQL,,brasil,organic,735.0,BR,Content Download,skyops,False
HS-91893,contact1893@tapflow.com.br,TapFlow,Social Media,2024-02-27,SQL,,BRA,ebook-revops,,BR,Social Media,tapflow,False
HS-91894,contact1894@tapflow.com.br,Tap Flow,Paid Search,2023-10-30,SQL,,Brasil,partner-referral,,BR,Paid Search,tapflow,False
HS-91895,contact1895@corelogic.com.br,corelogic,Email Marketing,2025-01-23,MQL,,BRASIL,linkedin-ads-q3,142.0,BR,Email Marketing,corelogic,False
HS-91896,contact1896@polaris.com.br,Polaris,partner referral,2024-03-23,Customer,,brasil,cold-outbound,147.0,BR,Partner/Referral,polaris,False
HS-91897,contact1897@connectwave.com.br,Connect Wave,Webinar,2023-11-09,Subscriber,,Brasil,linkedin-ads-q3,9359.0,BR,Webinar,connectwave,False
HS-91898,contact1898@polaris.com.br,POLARIS,Direct,2024-03-23,Customer,,BRA,webinar-nov24,91.0,BR,Other,polaris,False
HS-91899,contact1899@connectwave.com.br,ConnectWave,Organic Search,2024-07-03,Subscriber,,Brasil,event-saas-summit,288.0,BR,Organic Search,connectwave,False
HS-91900,contact1900@betasolutions.com.br,BETA SOLUTIONS,Event,2024-12-11,Lead,OPP-2024381,Brasil,demo-request,101.0,BR,Other,betasolutions,True
